,X,Y,Lipid Type,resid,Order
22583,1607.4501,374.77002000000005,DPPC,45191,DOPC CHOL
22584,1349.72,400.37003,DPPC,45192,DPPC CHOL
22585,1458.19,165.74002,DPPC,45193,DPPC CHOL
22586,1090.5701,396.17,DPPC,45194,DPPC CHOL
22587,1495.91,244.53001,DPPC,45195,DOPC CHOL
22588,1476.8601,510.44003,DPPC,45196,DPPC CHOL
22589,1108.43,355.86002,DPPC,45197,DPPC CHOL
22590,1411.81,511.67004000000003,DPPC,45198,DPPC CHOL
22591,1602.7501,76.05,DPPC,45199,DPPC CHOL
22592,1382.5,386.58002,DPPC,45200,DPPC CHOL
22593,1357.9401,143.04001,DPPC,45201,DPPC CHOL
22594,1324.75,582.14,DPPC,45202,DOPC CHOL
22595,1710.76,167.47002,DPPC,45203,DPPC CHOL
22596,1408.6,659.52,DPPC,45204,DPPC CHOL
22597,1427.51,122.44,DPPC,45205,DOPC CHOL
22598,1203.7001,195.56001,DPPC,45206,DOPC CHOL
22599,1325.37,390.56003,DPPC,45207,DPPC CHOL
22600,1104.0101,447.61002,DPPC,45208,DOPC CHOL
22601,1747.0801,598.87,DPPC,45209,DOPC CHOL
22602,1481.9102,328.34002999999996,DPPC,45210,DOPC CHOL
22603,1405.8701,62.700005000000004,DPPC,45211,DPPC CHOL
22604,1483.52,192.87001,DPPC,45212,DPPC CHOL
22605,1822.01,56.690002,DPPC,45213,DOPC CHOL
22606,1538.19,195.29001,DPPC,45214,DOPC CHOL
22607,1198.14,408.25,DPPC,45215,DOPC CHOL
22608,1255.7001,252.62001,DPPC,45216,DPPC CHOL
22609,1404.4701,2189.6802,DPPC,45217,DPPC CHOL
22610,1672.2601,412.18002,DPPC,45218,DOPC CHOL
22611,1291.75,518.88007,DPPC,45219,DOPC CHOL
22612,1655.3801,338.7,DPPC,45220,DPPC CHOL
22613,1285.48,295.02002000000005,DPPC,45221,DPPC CHOL
22614,1173.27,198.54001,DPPC,45222,DPPC CHOL
22615,1200.65,331.81,DPPC,45223,DPPC CHOL
22616,1662.8201,187.85002,DPPC,45224,DPPC CHOL
22617,1376.8501,394.17004,DPPC,45225,DOPC CHOL
22618,1344.6101,537.88,DPPC,45226,DPPC CHOL
22619,1305.2501,661.18005,DPPC,45227,DOPC CHOL
22620,1423.6,562.78,DPPC,45228,DOPC CHOL
22621,1330.42,397.09002999999996,DPPC,45229,DPPC CHOL
22622,1312.1702,297.16,DPPC,45230,DOPC CHOL
22623,1437.9601,366.45,DPPC,45231,DOPC CHOL
22624,1481.77,184.99,DPPC,45232,DOPC CHOL
22625,1638.5801,468.21002000000004,DPPC,45233,DOPC CHOL
22626,1289.4801,161.0,DPPC,45234,DOPC CHOL
22627,1295.69,29.910002000000002,DPPC,45235,DOPC CHOL
22628,1627.22,140.03,DPPC,45236,DPPC CHOL
22629,1256.61,308.45,DPPC,45237,DOPC CHOL
22630,1089.3501,553.12006,DPPC,45238,DOPC CHOL
22631,1698.13,261.8,DPPC,45239,DOPC CHOL
22632,1229.76,249.74,DPPC,45240,DPPC CHOL
22633,1228.4701,400.85004,DPPC,45241,DOPC CHOL
22634,1380.3002,40.020004,DPPC,45242,DOPC CHOL
22635,1401.3701,155.85,DPPC,45243,DPPC CHOL
22636,1451.36,512.1700400000001,DPPC,45244,DOPC CHOL
22637,1396.7401,614.72003,DPPC,45245,DOPC CHOL
22638,1479.1101,171.83,DPPC,45246,DPPC CHOL
22639,1570.6602,436.08002,DPPC,45247,DOPC CHOL
